id,title,overview,genres,rating,vote_count,popularity,runtime,year,original_language,language_name
18360,Night at the Museum: Battle of the Smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.","['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",5.9,1971,81.781591,105.0,2009.0,en,English
2080,X-Men Origins: Wolverine,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.","['Adventure', 'Action', 'Thriller', 'Science Fiction']",6.2,4021,5.954334,107.0,2009.0,en,English
605,The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",6.4,3096,73.313918,129.0,2003.0,en,English
109445,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.","['Animation', 'Adventure', 'Family']",7.3,5295,165.125366,102.0,2013.0,en,English
604,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.","['Adventure', 'Action', 'Thriller', 'Science Fiction']",6.7,3443,70.78591,138.0,2003.0,en,English
76338,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.","['Action', 'Adventure', 'Fantasy']",6.8,4755,99.499595,112.0,2013.0,en,English
76341,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.","['Action', 'Adventure', 'Science Fiction', 'Thriller']",7.2,9427,434.278564,120.0,2015.0,en,English
13448,Angels & Demons,"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.","['Thriller', 'Mystery']",6.5,2129,67.447636,138.0,2009.0,en,English
10195,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.","['Adventure', 'Fantasy', 'Action']",6.6,6525,86.493424,115.0,2011.0,en,English
13053,Bolt,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.","['Animation', 'Family', 'Adventure', 'Comedy']",6.3,1750,41.845878,98.0,2008.0,en,English
19585,G-Force,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?","['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",5.1,510,26.710398,88.0,2009.0,en,English
57165,Wrath of the Titans,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",['Adventure'],5.5,1431,44.927635,99.0,2012.0,en,English
62213,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,"['Comedy', 'Fantasy']",5.7,2320,50.306728,113.0,2012.0,en,English
177677,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.","['Action', 'Adventure', 'Thriller']",7.1,3224,114.522237,131.0,2015.0,en,English
7978,The Wolfman,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.","['Drama', 'Horror', 'Thriller']",5.5,549,21.214571,102.0,2010.0,en,English
5559,Bee Movie,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.","['Family', 'Animation', 'Adventure', 'Comedy']",5.7,1171,29.332905,91.0,2007.0,en,English
49444,Kung Fu Panda 2,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.","['Animation', 'Family']",6.7,1880,51.247321,91.0,2011.0,en,English
10196,The Last Airbender,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.","['Action', 'Adventure', 'Family', 'Fantasy']",4.7,1151,33.769336,103.0,2010.0,en,English
956,Mission: Impossible III,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.","['Adventure', 'Action', 'Thriller']",6.5,2028,63.079003,126.0,2006.0,en,English
117251,White House Down,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.","['Action', 'Drama', 'Thriller']",6.4,1891,39.004588,131.0,2013.0,en,English
50321,Mars Needs Moms,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.","['Adventure', 'Animation', 'Family']",5.5,199,12.362599,88.0,2011.0,en,English
11619,Flushed Away,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.","['Adventure', 'Animation', 'Comedy', 'Family']",6.0,874,22.550135,85.0,2006.0,en,English
266647,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.","['Adventure', 'Family', 'Fantasy']",5.9,954,48.03528,111.0,2015.0,en,English
82703,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.","['Animation', 'Adventure', 'Family']",6.7,843,38.73494,92.0,2014.0,en,English
652,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.","['Adventure', 'Drama', 'War']",6.9,2759,66.803149,163.0,2004.0,en,English
80321,Madagascar 3: Europe's Most Wanted,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.","['Animation', 'Family']",6.4,1808,44.989192,93.0,2012.0,en,English
36669,Die Another Day,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.","['Adventure', 'Action', 'Thriller']",5.8,1092,54.159392,133.0,2002.0,en,English
43074,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.","['Action', 'Fantasy', 'Comedy']",5.3,2142,66.21806,116.0,2016.0,en,English
95,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.","['Action', 'Thriller', 'Science Fiction', 'Adventure']",6.4,2482,58.485967,151.0,1998.0,en,English
608,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.","['Action', 'Adventure', 'Comedy', 'Science Fiction']",6.0,3114,91.332849,88.0,2002.0,en,English
2310,Beowulf,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.","['Adventure', 'Action', 'Animation']",5.5,841,35.601665,115.0,2007.0,en,English
140300,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.","['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",6.7,1603,56.747978,95.0,2016.0,en,English
56292,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.","['Action', 'Thriller', 'Adventure']",6.8,3972,77.77477,133.0,2011.0,en,English
81188,Rise of the Guardians,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.","['Fantasy', 'Animation', 'Family']",7.1,1922,61.788035,97.0,2012.0,en,English
7552,Fun with Dick and Jane,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",['Comedy'],5.9,627,25.159168,90.0,2005.0,en,English
616,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.","['Drama', 'Action', 'War', 'History']",7.3,1895,52.341226,154.0,2003.0,en,English
147441,Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","['Adventure', 'Drama', 'Action']",5.6,1921,101.599427,150.0,2014.0,en,English
13475,Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.","['Science Fiction', 'Action', 'Adventure']",7.4,4518,73.616808,127.0,2009.0,en,English
557,Spider-Man,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.","['Fantasy', 'Action']",6.8,5265,82.502566,121.0,2002.0,en,English
82702,How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",7.6,3106,100.21391,102.0,2014.0,en,English
205584,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,['Fantasy'],5.3,1277,56.257249,127.0,2016.0,en,English
10048,Stealth,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",['Action'],4.9,331,17.88953,121.0,2005.0,en,English
13183,Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.","['Action', 'Mystery', 'Science Fiction']",7.0,2811,64.798873,163.0,2009.0,en,English
944,Lethal Weapon 4,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",6.3,767,24.855701,127.0,1998.0,en,English
1927,Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.","['Drama', 'Action', 'Science Fiction']",5.3,1533,34.981698,138.0,2003.0,en,English
72559,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.","['Adventure', 'Action', 'Science Fiction', 'Thriller']",5.4,3025,59.325589,110.0,2013.0,en,English
7364,Sahara,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.","['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",5.7,434,21.605568,124.0,2005.0,en,English
2114,Final Fantasy: The Spirits Within,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.","['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']",5.9,433,26.074908,106.0,2001.0,en,English
1771,Captain America: The First Avenger,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","['Action', 'Adventure', 'Science Fiction']",6.6,7047,74.506246,124.0,2011.0,en,English
36643,The World Is Not Enough,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.","['Adventure', 'Action', 'Thriller']",6.0,862,39.604363,128.0,1999.0,en,English
8619,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",['Adventure'],6.9,790,36.973031,138.0,2003.0,en,English
50620,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.","['Adventure', 'Fantasy', 'Drama', 'Romance']",6.1,2553,99.687084,115.0,2012.0,en,English
65759,Happy Feet Two,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.","['Animation', 'Comedy', 'Family']",5.8,373,17.7735,100.0,2011.0,en,English
1724,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.","['Science Fiction', 'Action', 'Adventure']",6.1,3021,62.898336,114.0,2008.0,en,English
267935,The BFG,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!","['Adventure', 'Family', 'Fantasy']",6.0,1000,44.19092,120.0,2016.0,en,English
281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","['Western', 'Drama', 'Adventure', 'Thriller']",7.3,6396,100.635882,156.0,2015.0,en,English
77950,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,"['Animation', 'Family']",6.1,1074,44.765377,96.0,2013.0,en,English
44896,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.","['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",6.6,2051,29.91353,107.0,2011.0,en,English
270946,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","['Family', 'Animation', 'Adventure', 'Comedy']",6.5,1346,84.366984,92.0,2014.0,en,English
2503,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.","['Action', 'Drama', 'Mystery', 'Thriller']",7.3,2888,45.381501,115.0,2007.0,en,English
9502,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.","['Adventure', 'Animation', 'Family', 'Comedy']",6.9,3145,84.689648,90.0,2008.0,en,English
102899,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.","['Science Fiction', 'Action', 'Adventure']",7.0,5880,120.09361,117.0,2015.0,en,English
101299,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.","['Adventure', 'Action', 'Science Fiction']",7.4,6495,76.310119,146.0,2013.0,en,English
228161,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.","['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",6.8,1519,63.473086,94.0,2015.0,en,English
74,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.","['Adventure', 'Thriller', 'Science Fiction']",6.2,2322,48.572726,116.0,2005.0,en,English
8961,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.","['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",6.3,1564,38.068736,147.0,2003.0,en,English
417859,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.","['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",6.4,451,20.678787,90.0,2011.0,en,English
27576,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""","['Action', 'Mystery', 'Thriller']",6.2,2093,48.829437,100.0,2010.0,en,English
86834,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,"['Drama', 'Adventure']",5.6,2350,46.115758,139.0,2014.0,en,English
17578,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.","['Adventure', 'Animation', 'Mystery']",6.7,2061,89.938296,107.0,2011.0,en,English
673,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.","['Adventure', 'Fantasy', 'Family']",7.7,5877,79.679601,141.0,2004.0,en,English
6972,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",['Drama'],6.3,694,28.840997,165.0,2008.0,en,English
82700,After Earth,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.","['Science Fiction', 'Action', 'Adventure']",5.0,2532,42.840582,100.0,2013.0,en,English
10567,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,"['Animation', 'Family']",6.2,542,26.548594,82.0,2000.0,en,English
181533,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.","['Adventure', 'Comedy', 'Fantasy', 'Family']",6.1,1851,115.597753,97.0,2014.0,en,English
38055,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.","['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",6.7,1918,68.757242,95.0,2010.0,en,English
671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.","['Adventure', 'Fantasy', 'Family']",7.5,7006,109.984351,152.0,2001.0,en,English
49524,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,"['Fantasy', 'Action', 'Comedy', 'Crime']",5.4,1260,39.448066,96.0,2013.0,en,English
22,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.","['Adventure', 'Fantasy', 'Action']",7.5,6985,271.972889,143.0,2003.0,en,English
131631,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,"['Science Fiction', 'Adventure', 'Thriller']",6.6,5584,206.227151,123.0,2014.0,en,English
591,The Da Vinci Code,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.","['Thriller', 'Mystery']",6.5,2704,45.313197,149.0,2006.0,en,English
